paintingLabel,artistLabel,locationLabel,year,image,longitude,latitude
Madonna and Child,Sandro Botticelli,Musée du Petit Palais,1467,http://commons.wikimedia.org/wiki/Special:FilePath/BotticelliMadonnaConBambinoAvignone.jpg,4.8063438,43.9527473
Perseverance,Giovanni Bellini,Gallerie dell'Accademia,1490,http://commons.wikimedia.org/wiki/Special:FilePath/Giovanni%20bellini%2C%20quattro%20allegorie%2C%20perseveranza.jpg,12.3282997,45.431244
Saint Augustine,Bartolomé Bermejo,Art Institute of Chicago,1481,http://commons.wikimedia.org/wiki/Special:FilePath/Bartolom%C3%A9%20de%20C%C3%A1rdenas%2C%20%28called%20Bermejo%29%20-%20Saint%20Augustine%20-%201947.393%20-%20Art%20Institute%20of%20Chicago.jpg,-87.62308289080784,41.8796055
Perseus Armed by Mercury and Minerva,Paris Bordone,Doughty House,1550,http://commons.wikimedia.org/wiki/Special:FilePath/Perseus%20Armed%20by%20Mercury%20and%20Minerva%20by%20Paris%20Bordone%20-%20BMA.jpg,-122.18349600470066,37.457515900000004
Madonna of the Rose Bower,Martin Schongauer,Dominican Convent,1473,http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Schongauer%20Madonna%20in%20Rose%20Garden.jpg,19.05129435826219,47.5291645
Q125967111,Master of the Litoměřice Altarpiece,Meersburg,1506,,9.2719656,47.6955538
Madonna of Humility (Madonna dell'Umiltà),Giovanni da Francia,Rijksmuseum,1450,http://commons.wikimedia.org/wiki/Special:FilePath/Giovanni%20da%20Francia.jpg,4.8850394507194235,52.3598431
Descent of Christ into Limbo,Bartolomé Bermejo,Museu Nacional d'Art de Catalunya,1475,http://commons.wikimedia.org/wiki/Special:FilePath/Bartolom%C3%A9%20Bermejo%20-%20Descent%20of%20Christ%20into%20Limbo%20-%20Google%20Art%20Project.jpg,2.1534231089008253,41.36840145
Prudence,Giovanni Bellini,Gallerie dell'Accademia,1490,http://commons.wikimedia.org/wiki/Special:FilePath/Bellini%2C%20Giovanni%20--%20Four%20Allegories%20...%20Prudence%20-%20c.%201490.jpg,12.3282997,45.431244
Portrait of Pope Pius V,Bartolomeo Passarotti,Spoleto,1579,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Pope%20Pius%20V%20Ghislieri%20%28by%20Bartolomeo%20Passarotti%29%20%E2%80%93%20Private%20collection%2C%20Spoleto.jpg,12.7382035,42.7342971
Resurrection of Christ,Bartolomé Bermejo,Museu Nacional d'Art de Catalunya,1475,http://commons.wikimedia.org/wiki/Special:FilePath/Bartolom%C3%A9%20Bermejo%20-%20Resurrection%20-%20Google%20Art%20Project.jpg,2.1534231089008253,41.36840145
San Zeno Altarpiece,Andrea Mantegna,Basilica of San Zeno,1457,http://commons.wikimedia.org/wiki/Special:FilePath/Verone%20-%20San%20Zeno%20-%20Retable%20de%20Mantegna..jpg,10.979227891247113,45.44258225
